id_pacote,id_carrinho,id_bancada,id_op_pack,dt_inicio_pack,dt_fim_pack,tempo_ciclo_carrinho_min
PKT-0005730,CAR-00164,L02-B03,OP-PCK-07,2026-08-02 23:12:57.305484,2026-08-02 23:27:06.318356,19.81
PKT-0005731,CAR-00164,L01-B02,OP-PCK-07,2026-08-02 23:12:57.305484,2026-08-02 23:27:40.278871,19.81
PKT-0005732,CAR-00164,L01-B13,OP-PCK-21,2026-08-02 23:12:57.305484,2026-08-02 23:28:14.239386,19.81
PKT-0005733,CAR-00164,L01-B09,OP-PCK-13,2026-08-02 23:12:57.305484,2026-08-02 23:28:48.199901,19.81
PKT-0005734,CAR-00164,L01-B13,OP-PCK-17,2026-08-02 23:12:57.305484,2026-08-02 23:29:22.160415,19.81
PKT-0005735,CAR-00164,L02-B09,OP-PCK-09,2026-08-02 23:12:57.305484,2026-08-02 23:29:56.120930,19.81
PKT-0005736,CAR-00164,L02-B04,OP-PCK-07,2026-08-02 23:12:57.305484,2026-08-02 23:30:30.081445,19.81
PKT-0005737,CAR-00164,L01-B07,OP-PCK-06,2026-08-02 23:12:57.305484,2026-08-02 23:31:04.041960,19.81
PKT-0005738,CAR-00164,L01-B01,OP-PCK-08,2026-08-02 23:12:57.305484,2026-08-02 23:31:38.002475,19.81
PKT-0005739,CAR-00164,L02-B01,OP-PCK-16,2026-08-02 23:12:57.305484,2026-08-02 23:32:11.962990,19.81
PKT-0005740,CAR-00164,L01-B14,OP-PCK-03,2026-08-02 23:12:57.305484,2026-08-02 23:32:45.923505,19.81
PKT-0005741,CAR-00165,L01-B05,OP-PCK-15,2026-08-02 23:21:29.629049,2026-08-02 23:22:01.817007,18.78
PKT-0005742,CAR-00165,L02-B02,OP-PCK-24,2026-08-02 23:21:29.629049,2026-08-02 23:22:34.004965,18.78
PKT-0005743,CAR-00165,L02-B11,OP-PCK-02,2026-08-02 23:21:29.629049,2026-08-02 23:23:06.192924,18.78
PKT-0005744,CAR-00165,L02-B05,OP-PCK-04,2026-08-02 23:21:29.629049,2026-08-02 23:23:38.380882,18.78
PKT-0005745,CAR-00165,L01-B13,OP-PCK-17,2026-08-02 23:21:29.629049,2026-08-02 23:24:10.568840,18.78
PKT-0005746,CAR-00165,L01-B07,OP-PCK-01,2026-08-02 23:21:29.629049,2026-08-02 23:24:42.756798,18.78
PKT-0005747,CAR-00165,L02-B12,OP-PCK-15,2026-08-02 23:21:29.629049,2026-08-02 23:25:14.944756,18.78
PKT-0005748,CAR-00165,L02-B09,OP-PCK-12,2026-08-02 23:21:29.629049,2026-08-02 23:25:47.132715,18.78
PKT-0005749,CAR-00165,L01-B14,OP-PCK-23,2026-08-02 23:21:29.629049,2026-08-02 23:26:19.320673,18.78
PKT-0005750,CAR-00165,L02-B07,OP-PCK-23,2026-08-02 23:21:29.629049,2026-08-02 23:26:51.508631,18.78
PKT-0005751,CAR-00165,L01-B05,OP-PCK-09,2026-08-02 23:21:29.629049,2026-08-02 23:27:23.696589,18.78
PKT-0005752,CAR-00165,L02-B04,OP-PCK-02,2026-08-02 23:21:29.629049,2026-08-02 23:27:55.884547,18.78
PKT-0005753,CAR-00165,L02-B12,OP-PCK-01,2026-08-02 23:21:29.629049,2026-08-02 23:28:28.072506,18.78
PKT-0005754,CAR-00165,L02-B09,OP-PCK-12,2026-08-02 23:21:29.629049,2026-08-02 23:29:00.260464,18.78
PKT-0005755,CAR-00165,L01-B14,OP-PCK-05,2026-08-02 23:21:29.629049,2026-08-02 23:29:32.448422,18.78
PKT-0005756,CAR-00165,L01-B12,OP-PCK-03,2026-08-02 23:21:29.629049,2026-08-02 23:30:04.636380,18.78
PKT-0005757,CAR-00165,L02-B11,OP-PCK-04,2026-08-02 23:21:29.629049,2026-08-02 23:30:36.824338,18.78
PKT-0005758,CAR-00165,L01-B03,OP-PCK-11,2026-08-02 23:21:29.629049,2026-08-02 23:31:09.012297,18.78
PKT-0005759,CAR-00165,L02-B12,OP-PCK-18,2026-08-02 23:21:29.629049,2026-08-02 23:31:41.200255,18.78
PKT-0005760,CAR-00165,L02-B09,OP-PCK-05,2026-08-02 23:21:29.629049,2026-08-02 23:32:13.388213,18.78
PKT-0005761,CAR-00165,L01-B01,OP-PCK-13,2026-08-02 23:21:29.629049,2026-08-02 23:32:45.576171,18.78
PKT-0005762,CAR-00165,L02-B06,OP-PCK-24,2026-08-02 23:21:29.629049,2026-08-02 23:33:17.764129,18.78
PKT-0005763,CAR-00165,L02-B14,OP-PCK-15,2026-08-02 23:21:29.629049,2026-08-02 23:33:49.952088,18.78
PKT-0005764,CAR-00165,L01-B14,OP-PCK-04,2026-08-02 23:21:29.629049,2026-08-02 23:34:22.140046,18.78
PKT-0005765,CAR-00165,L02-B01,OP-PCK-12,2026-08-02 23:21:29.629049,2026-08-02 23:34:54.328004,18.78
PKT-0005766,CAR-00165,L02-B09,OP-PCK-10,2026-08-02 23:21:29.629049,2026-08-02 23:35:26.515962,18.78
PKT-0005767,CAR-00165,L01-B12,OP-PCK-18,2026-08-02 23:21:29.629049,2026-08-02 23:35:58.703920,18.78
PKT-0005768,CAR-00165,L01-B03,OP-PCK-04,2026-08-02 23:21:29.629049,2026-08-02 23:36:30.891879,18.78
PKT-0005769,CAR-00165,L02-B07,OP-PCK-09,2026-08-02 23:21:29.629049,2026-08-02 23:37:03.079837,18.78
PKT-0005770,CAR-00165,L02-B09,OP-PCK-07,2026-08-02 23:21:29.629049,2026-08-02 23:37:35.267795,18.78
PKT-0005771,CAR-00165,L02-B08,OP-PCK-24,2026-08-02 23:21:29.629049,2026-08-02 23:38:07.455753,18.78
PKT-0005772,CAR-00165,L01-B12,OP-PCK-14,2026-08-02 23:21:29.629049,2026-08-02 23:38:39.643711,18.78
PKT-0005773,CAR-00165,L01-B12,OP-PCK-02,2026-08-02 23:21:29.629049,2026-08-02 23:39:11.831670,18.78
PKT-0005774,CAR-00165,L02-B11,OP-PCK-14,2026-08-02 23:21:29.629049,2026-08-02 23:39:44.019628,18.78
PKT-0005775,CAR-00165,L01-B13,OP-PCK-13,2026-08-02 23:21:29.629049,2026-08-02 23:40:16.207586,18.78
PKT-0005776,CAR-00166,L01-B01,OP-PCK-03,2026-08-03 00:19:21.818636,2026-08-03 00:19:54.165550,18.87
PKT-0005777,CAR-00166,L02-B01,OP-PCK-08,2026-08-03 00:19:21.818636,2026-08-03 00:20:26.512464,18.87
PKT-0005778,CAR-00166,L01-B11,OP-PCK-10,2026-08-03 00:19:21.818636,2026-08-03 00:20:58.859378,18.87
PKT-0005779,CAR-00166,L02-B06,OP-PCK-04,2026-08-03 00:19:21.818636,2026-08-03 00:21:31.206291,18.87
PKT-0005780,CAR-00166,L02-B13,OP-PCK-14,2026-08-03 00:19:21.818636,2026-08-03 00:22:03.553205,18.87
PKT-0005781,CAR-00166,L01-B14,OP-PCK-13,2026-08-03 00:19:21.818636,2026-08-03 00:22:35.900119,18.87
PKT-0005782,CAR-00166,L01-B13,OP-PCK-04,2026-08-03 00:19:21.818636,2026-08-03 00:23:08.247033,18.87
PKT-0005783,CAR-00166,L02-B02,OP-PCK-11,2026-08-03 00:19:21.818636,2026-08-03 00:23:40.593947,18.87
PKT-0005784,CAR-00166,L02-B05,OP-PCK-09,2026-08-03 00:19:21.818636,2026-08-03 00:24:12.940861,18.87
PKT-0005785,CAR-00166,L02-B05,OP-PCK-17,2026-08-03 00:19:21.818636,2026-08-03 00:24:45.287775,18.87
PKT-0005786,CAR-00166,L02-B12,OP-PCK-18,2026-08-03 00:19:21.818636,2026-08-03 00:25:17.634689,18.87
PKT-0005787,CAR-00166,L01-B05,OP-PCK-21,2026-08-03 00:19:21.818636,2026-08-03 00:25:49.981602,18.87
PKT-0005788,CAR-00166,L02-B14,OP-PCK-16,2026-08-03 00:19:21.818636,2026-08-03 00:26:22.328516,18.87
PKT-0005789,CAR-00166,L02-B03,OP-PCK-09,2026-08-03 00:19:21.818636,2026-08-03 00:26:54.675430,18.87
PKT-0005790,CAR-00166,L01-B06,OP-PCK-07,2026-08-03 00:19:21.818636,2026-08-03 00:27:27.022344,18.87
PKT-0005791,CAR-00166,L02-B04,OP-PCK-10,2026-08-03 00:19:21.818636,2026-08-03 00:27:59.369258,18.87
PKT-0005792,CAR-00166,L01-B08,OP-PCK-09,2026-08-03 00:19:21.818636,2026-08-03 00:28:31.716172,18.87
PKT-0005793,CAR-00166,L01-B01,OP-PCK-15,2026-08-03 00:19:21.818636,2026-08-03 00:29:04.063086,18.87
PKT-0005794,CAR-00166,L01-B11,OP-PCK-10,2026-08-03 00:19:21.818636,2026-08-03 00:29:36.409999,18.87
PKT-0005795,CAR-00166,L01-B07,OP-PCK-01,2026-08-03 00:19:21.818636,2026-08-03 00:30:08.756913,18.87
PKT-0005796,CAR-00166,L01-B05,OP-PCK-23,2026-08-03 00:19:21.818636,2026-08-03 00:30:41.103827,18.87
PKT-0005797,CAR-00166,L02-B12,OP-PCK-08,2026-08-03 00:19:21.818636,2026-08-03 00:31:13.450741,18.87
PKT-0005798,CAR-00166,L02-B02,OP-PCK-08,2026-08-03 00:19:21.818636,2026-08-03 00:31:45.797655,18.87
PKT-0005799,CAR-00166,L02-B14,OP-PCK-04,2026-08-03 00:19:21.818636,2026-08-03 00:32:18.144569,18.87
PKT-0005800,CAR-00166,L02-B07,OP-PCK-20,2026-08-03 00:19:21.818636,2026-08-03 00:32:50.491483,18.87
PKT-0005801,CAR-00166,L02-B11,OP-PCK-11,2026-08-03 00:19:21.818636,2026-08-03 00:33:22.838396,18.87
PKT-0005802,CAR-00166,L02-B11,OP-PCK-02,2026-08-03 00:19:21.818636,2026-08-03 00:33:55.185310,18.87
PKT-0005803,CAR-00166,L01-B06,OP-PCK-23,2026-08-03 00:19:21.818636,2026-08-03 00:34:27.532224,18.87
PKT-0005804,CAR-00166,L02-B01,OP-PCK-03,2026-08-03 00:19:21.818636,2026-08-03 00:34:59.879138,18.87
PKT-0005805,CAR-00166,L02-B10,OP-PCK-05,2026-08-03 00:19:21.818636,2026-08-03 00:35:32.226052,18.87
PKT-0005806,CAR-00166,L01-B12,OP-PCK-23,2026-08-03 00:19:21.818636,2026-08-03 00:36:04.572966,18.87
PKT-0005807,CAR-00166,L01-B09,OP-PCK-21,2026-08-03 00:19:21.818636,2026-08-03 00:36:36.919880,18.87
PKT-0005808,CAR-00166,L01-B12,OP-PCK-19,2026-08-03 00:19:21.818636,2026-08-03 00:37:09.266794,18.87
PKT-0005809,CAR-00166,L01-B10,OP-PCK-16,2026-08-03 00:19:21.818636,2026-08-03 00:37:41.613707,18.87
PKT-0005810,CAR-00166,L02-B10,OP-PCK-19,2026-08-03 00:19:21.818636,2026-08-03 00:38:13.960621,18.87
PKT-0005811,CAR-00167,L01-B01,OP-PCK-21,2026-08-03 00:38:34.600851,2026-08-03 00:39:09.813322,20.54
PKT-0005812,CAR-00167,L01-B03,OP-PCK-13,2026-08-03 00:38:34.600851,2026-08-03 00:39:45.025793,20.54
PKT-0005813,CAR-00167,L01-B05,OP-PCK-23,2026-08-03 00:38:34.600851,2026-08-03 00:40:20.238264,20.54
PKT-0005814,CAR-00167,L01-B02,OP-PCK-11,2026-08-03 00:38:34.600851,2026-08-03 00:40:55.450735,20.54
PKT-0005815,CAR-00167,L02-B04,OP-PCK-09,2026-08-03 00:38:34.600851,2026-08-03 00:41:30.663206,20.54
PKT-0005816,CAR-00167,L01-B05,OP-PCK-08,2026-08-03 00:38:34.600851,2026-08-03 00:42:05.875677,20.54
PKT-0005817,CAR-00167,L02-B07,OP-PCK-17,2026-08-03 00:38:34.600851,2026-08-03 00:42:41.088148,20.54
PKT-0005818,CAR-00167,L02-B10,OP-PCK-11,2026-08-03 00:38:34.600851,2026-08-03 00:43:16.300620,20.54
PKT-0005819,CAR-00167,L01-B09,OP-PCK-03,2026-08-03 00:38:34.600851,2026-08-03 00:43:51.513091,20.54
PKT-0005820,CAR-00167,L01-B02,OP-PCK-20,2026-08-03 00:38:34.600851,2026-08-03 00:44:26.725562,20.54
PKT-0005821,CAR-00167,L02-B04,OP-PCK-03,2026-08-03 00:38:34.600851,2026-08-03 00:45:01.938033,20.54
PKT-0005822,CAR-00167,L02-B02,OP-PCK-05,2026-08-03 00:38:34.600851,2026-08-03 00:45:37.150504,20.54
PKT-0005823,CAR-00167,L02-B05,OP-PCK-13,2026-08-03 00:38:34.600851,2026-08-03 00:46:12.362975,20.54
PKT-0005824,CAR-00167,L02-B12,OP-PCK-08,2026-08-03 00:38:34.600851,2026-08-03 00:46:47.575446,20.54
PKT-0005825,CAR-00167,L01-B02,OP-PCK-16,2026-08-03 00:38:34.600851,2026-08-03 00:47:22.787917,20.54
PKT-0005826,CAR-00167,L01-B08,OP-PCK-21,2026-08-03 00:38:34.600851,2026-08-03 00:47:58.000388,20.54
PKT-0005827,CAR-00167,L02-B08,OP-PCK-05,2026-08-03 00:38:34.600851,2026-08-03 00:48:33.212859,20.54
PKT-0005828,CAR-00167,L02-B14,OP-PCK-03,2026-08-03 00:38:34.600851,2026-08-03 00:49:08.425330,20.54
PKT-0005829,CAR-00167,L01-B04,OP-PCK-11,2026-08-03 00:38:34.600851,2026-08-03 00:49:43.637801,20.54
PKT-0005830,CAR-00167,L02-B11,OP-PCK-12,2026-08-03 00:38:34.600851,2026-08-03 00:50:18.850272,20.54
PKT-0005831,CAR-00167,L01-B06,OP-PCK-24,2026-08-03 00:38:34.600851,2026-08-03 00:50:54.062743,20.54
PKT-0005832,CAR-00167,L01-B02,OP-PCK-14,2026-08-03 00:38:34.600851,2026-08-03 00:51:29.275214,20.54
PKT-0005833,CAR-00167,L01-B08,OP-PCK-07,2026-08-03 00:38:34.600851,2026-08-03 00:52:04.487685,20.54
PKT-0005834,CAR-00167,L02-B09,OP-PCK-02,2026-08-03 00:38:34.600851,2026-08-03 00:52:39.700157,20.54
PKT-0005835,CAR-00167,L02-B06,OP-PCK-01,2026-08-03 00:38:34.600851,2026-08-03 00:53:14.912628,20.54
PKT-0005836,CAR-00167,L02-B14,OP-PCK-02,2026-08-03 00:38:34.600851,2026-08-03 00:53:50.125099,20.54
PKT-0005837,CAR-00167,L01-B09,OP-PCK-16,2026-08-03 00:38:34.600851,2026-08-03 00:54:25.337570,20.54
PKT-0005838,CAR-00167,L02-B04,OP-PCK-21,2026-08-03 00:38:34.600851,2026-08-03 00:55:00.550041,20.54
PKT-0005839,CAR-00167,L01-B01,OP-PCK-04,2026-08-03 00:38:34.600851,2026-08-03 00:55:35.762512,20.54
PKT-0005840,CAR-00167,L01-B10,OP-PCK-03,2026-08-03 00:38:34.600851,2026-08-03 00:56:10.974983,20.54
PKT-0005841,CAR-00167,L01-B06,OP-PCK-15,2026-08-03 00:38:34.600851,2026-08-03 00:56:46.187454,20.54
PKT-0005842,CAR-00167,L02-B03,OP-PCK-12,2026-08-03 00:38:34.600851,2026-08-03 00:57:21.399925,20.54
PKT-0005843,CAR-00167,L01-B13,OP-PCK-20,2026-08-03 00:38:34.600851,2026-08-03 00:57:56.612396,20.54
PKT-0005844,CAR-00167,L02-B12,OP-PCK-21,2026-08-03 00:38:34.600851,2026-08-03 00:58:31.824867,20.54
PKT-0005845,CAR-00167,L01-B11,OP-PCK-17,2026-08-03 00:38:34.600851,2026-08-03 00:59:07.037338,20.54
PKT-0005846,CAR-00168,L01-B12,OP-PCK-20,2026-08-03 00:51:40.747300,2026-08-03 00:52:09.942612,17.03
PKT-0005847,CAR-00168,L02-B02,OP-PCK-16,2026-08-03 00:51:40.747300,2026-08-03 00:52:39.137924,17.03
PKT-0005848,CAR-00168,L01-B14,OP-PCK-09,2026-08-03 00:51:40.747300,2026-08-03 00:53:08.333236,17.03
PKT-0005849,CAR-00168,L02-B07,OP-PCK-19,2026-08-03 00:51:40.747300,2026-08-03 00:53:37.528548,17.03
PKT-0005850,CAR-00168,L01-B03,OP-PCK-10,2026-08-03 00:51:40.747300,2026-08-03 00:54:06.723860,17.03
PKT-0005851,CAR-00168,L02-B12,OP-PCK-08,2026-08-03 00:51:40.747300,2026-08-03 00:54:35.919172,17.03
PKT-0005852,CAR-00168,L02-B03,OP-PCK-19,2026-08-03 00:51:40.747300,2026-08-03 00:55:05.114484,17.03
PKT-0005853,CAR-00168,L01-B11,OP-PCK-08,2026-08-03 00:51:40.747300,2026-08-03 00:55:34.309795,17.03
PKT-0005854,CAR-00168,L02-B13,OP-PCK-23,2026-08-03 00:51:40.747300,2026-08-03 00:56:03.505107,17.03
PKT-0005855,CAR-00168,L01-B10,OP-PCK-18,2026-08-03 00:51:40.747300,2026-08-03 00:56:32.700419,17.03
PKT-0005856,CAR-00168,L02-B07,OP-PCK-11,2026-08-03 00:51:40.747300,2026-08-03 00:57:01.895731,17.03
PKT-0005857,CAR-00168,L02-B03,OP-PCK-07,2026-08-03 00:51:40.747300,2026-08-03 00:57:31.091043,17.03
PKT-0005858,CAR-00168,L01-B04,OP-PCK-08,2026-08-03 00:51:40.747300,2026-08-03 00:58:00.286355,17.03
PKT-0005859,CAR-00168,L02-B06,OP-PCK-13,2026-08-03 00:51:40.747300,2026-08-03 00:58:29.481667,17.03
PKT-0005860,CAR-00168,L02-B03,OP-PCK-06,2026-08-03 00:51:40.747300,2026-08-03 00:58:58.676979,17.03
PKT-0005861,CAR-00168,L02-B03,OP-PCK-11,2026-08-03 00:51:40.747300,2026-08-03 00:59:27.872291,17.03
PKT-0005862,CAR-00168,L02-B02,OP-PCK-15,2026-08-03 00:51:40.747300,2026-08-03 00:59:57.067603,17.03
PKT-0005863,CAR-00168,L01-B02,OP-PCK-07,2026-08-03 00:51:40.747300,2026-08-03 01:00:26.262915,17.03
PKT-0005864,CAR-00168,L02-B05,OP-PCK-16,2026-08-03 00:51:40.747300,2026-08-03 01:00:55.458227,17.03
PKT-0005865,CAR-00168,L01-B03,OP-PCK-02,2026-08-03 00:51:40.747300,2026-08-03 01:01:24.653539,17.03
PKT-0005866,CAR-00168,L01-B04,OP-PCK-02,2026-08-03 00:51:40.747300,2026-08-03 01:01:53.848851,17.03
PKT-0005867,CAR-00168,L01-B07,OP-PCK-10,2026-08-03 00:51:40.747300,2026-08-03 01:02:23.044163,17.03
PKT-0005868,CAR-00168,L02-B08,OP-PCK-05,2026-08-03 00:51:40.747300,2026-08-03 01:02:52.239474,17.03
PKT-0005869,CAR-00168,L02-B13,OP-PCK-04,2026-08-03 00:51:40.747300,2026-08-03 01:03:21.434786,17.03
PKT-0005870,CAR-00168,L01-B02,OP-PCK-20,2026-08-03 00:51:40.747300,2026-08-03 01:03:50.630098,17.03
PKT-0005871,CAR-00168,L02-B04,OP-PCK-20,2026-08-03 00:51:40.747300,2026-08-03 01:04:19.825410,17.03
PKT-0005872,CAR-00168,L02-B11,OP-PCK-10,2026-08-03 00:51:40.747300,2026-08-03 01:04:49.020722,17.03
PKT-0005873,CAR-00168,L02-B09,OP-PCK-12,2026-08-03 00:51:40.747300,2026-08-03 01:05:18.216034,17.03
PKT-0005874,CAR-00168,L02-B08,OP-PCK-24,2026-08-03 00:51:40.747300,2026-08-03 01:05:47.411346,17.03
PKT-0005875,CAR-00168,L01-B03,OP-PCK-06,2026-08-03 00:51:40.747300,2026-08-03 01:06:16.606658,17.03
PKT-0005876,CAR-00168,L02-B09,OP-PCK-08,2026-08-03 00:51:40.747300,2026-08-03 01:06:45.801970,17.03
PKT-0005877,CAR-00168,L01-B14,OP-PCK-11,2026-08-03 00:51:40.747300,2026-08-03 01:07:14.997282,17.03
PKT-0005878,CAR-00168,L01-B08,OP-PCK-16,2026-08-03 00:51:40.747300,2026-08-03 01:07:44.192594,17.03
PKT-0005879,CAR-00168,L02-B06,OP-PCK-15,2026-08-03 00:51:40.747300,2026-08-03 01:08:13.387906,17.03
PKT-0005880,CAR-00168,L01-B14,OP-PCK-21,2026-08-03 00:51:40.747300,2026-08-03 01:08:42.583218,17.03
PKT-0005881,CAR-00169,L02-B11,OP-PCK-09,2026-08-03 01:35:04.135961,2026-08-03 01:35:31.861083,16.17
PKT-0005882,CAR-00169,L01-B09,OP-PCK-14,2026-08-03 01:35:04.135961,2026-08-03 01:35:59.586205,16.17
PKT-0005883,CAR-00169,L01-B02,OP-PCK-07,2026-08-03 01:35:04.135961,2026-08-03 01:36:27.311327,16.17
PKT-0005884,CAR-00169,L02-B11,OP-PCK-11,2026-08-03 01:35:04.135961,2026-08-03 01:36:55.036448,16.17
PKT-0005885,CAR-00169,L01-B12,OP-PCK-13,2026-08-03 01:35:04.135961,2026-08-03 01:37:22.761570,16.17
PKT-0005886,CAR-00169,L02-B08,OP-PCK-16,2026-08-03 01:35:04.135961,2026-08-03 01:37:50.486692,16.17
PKT-0005887,CAR-00169,L01-B01,OP-PCK-13,2026-08-03 01:35:04.135961,2026-08-03 01:38:18.211814,16.17
PKT-0005888,CAR-00169,L01-B13,OP-PCK-04,2026-08-03 01:35:04.135961,2026-08-03 01:38:45.936936,16.17
PKT-0005889,CAR-00169,L02-B11,OP-PCK-03,2026-08-03 01:35:04.135961,2026-08-03 01:39:13.662058,16.17
PKT-0005890,CAR-00169,L02-B03,OP-PCK-21,2026-08-03 01:35:04.135961,2026-08-03 01:39:41.387180,16.17
PKT-0005891,CAR-00169,L02-B06,OP-PCK-22,2026-08-03 01:35:04.135961,2026-08-03 01:40:09.112301,16.17
PKT-0005892,CAR-00169,L02-B08,OP-PCK-17,2026-08-03 01:35:04.135961,2026-08-03 01:40:36.837423,16.17
PKT-0005893,CAR-00169,L01-B02,OP-PCK-12,2026-08-03 01:35:04.135961,2026-08-03 01:41:04.562545,16.17
PKT-0005894,CAR-00169,L01-B10,OP-PCK-09,2026-08-03 01:35:04.135961,2026-08-03 01:41:32.287667,16.17
PKT-0005895,CAR-00169,L02-B08,OP-PCK-01,2026-08-03 01:35:04.135961,2026-08-03 01:42:00.012789,16.17
PKT-0005896,CAR-00169,L02-B06,OP-PCK-24,2026-08-03 01:35:04.135961,2026-08-03 01:42:27.737911,16.17
PKT-0005897,CAR-00169,L02-B11,OP-PCK-03,2026-08-03 01:35:04.135961,2026-08-03 01:42:55.463033,16.17
PKT-0005898,CAR-00169,L01-B12,OP-PCK-15,2026-08-03 01:35:04.135961,2026-08-03 01:43:23.188154,16.17
PKT-0005899,CAR-00169,L01-B08,OP-PCK-05,2026-08-03 01:35:04.135961,2026-08-03 01:43:50.913276,16.17
PKT-0005900,CAR-00169,L02-B10,OP-PCK-16,2026-08-03 01:35:04.135961,2026-08-03 01:44:18.638398,16.17
PKT-0005901,CAR-00169,L01-B12,OP-PCK-07,2026-08-03 01:35:04.135961,2026-08-03 01:44:46.363520,16.17
PKT-0005902,CAR-00169,L02-B09,OP-PCK-07,2026-08-03 01:35:04.135961,2026-08-03 01:45:14.088642,16.17
PKT-0005903,CAR-00169,L01-B11,OP-PCK-12,2026-08-03 01:35:04.135961,2026-08-03 01:45:41.813764,16.17
PKT-0005904,CAR-00169,L01-B09,OP-PCK-11,2026-08-03 01:35:04.135961,2026-08-03 01:46:09.538886,16.17
PKT-0005905,CAR-00169,L01-B10,OP-PCK-02,2026-08-03 01:35:04.135961,2026-08-03 01:46:37.264007,16.17
PKT-0005906,CAR-00169,L01-B11,OP-PCK-24,2026-08-03 01:35:04.135961,2026-08-03 01:47:04.989129,16.17
PKT-0005907,CAR-00169,L02-B02,OP-PCK-14,2026-08-03 01:35:04.135961,2026-08-03 01:47:32.714251,16.17
PKT-0005908,CAR-00169,L01-B08,OP-PCK-05,2026-08-03 01:35:04.135961,2026-08-03 01:48:00.439373,16.17
PKT-0005909,CAR-00169,L02-B07,OP-PCK-23,2026-08-03 01:35:04.135961,2026-08-03 01:48:28.164495,16.17
PKT-0005910,CAR-00169,L01-B14,OP-PCK-17,2026-08-03 01:35:04.135961,2026-08-03 01:48:55.889617,16.17
PKT-0005911,CAR-00169,L01-B04,OP-PCK-18,2026-08-03 01:35:04.135961,2026-08-03 01:49:23.614738,16.17
PKT-0005912,CAR-00169,L02-B08,OP-PCK-02,2026-08-03 01:35:04.135961,2026-08-03 01:49:51.339860,16.17
PKT-0005913,CAR-00169,L01-B11,OP-PCK-14,2026-08-03 01:35:04.135961,2026-08-03 01:50:19.064982,16.17
PKT-0005914,CAR-00169,L02-B03,OP-PCK-07,2026-08-03 01:35:04.135961,2026-08-03 01:50:46.790104,16.17
PKT-0005915,CAR-00169,L01-B12,OP-PCK-22,2026-08-03 01:35:04.135961,2026-08-03 01:51:14.515226,16.17
PKT-0005916,CAR-00170,L02-B03,OP-PCK-19,2026-08-03 01:45:19.681786,2026-08-03 01:45:47.371142,16.15
PKT-0005917,CAR-00170,L02-B13,OP-PCK-08,2026-08-03 01:45:19.681786,2026-08-03 01:46:15.060497,16.15
PKT-0005918,CAR-00170,L02-B12,OP-PCK-23,2026-08-03 01:45:19.681786,2026-08-03 01:46:42.749853,16.15
PKT-0005919,CAR-00170,L02-B05,OP-PCK-20,2026-08-03 01:45:19.681786,2026-08-03 01:47:10.439209,16.15
PKT-0005920,CAR-00170,L02-B09,OP-PCK-06,2026-08-03 01:45:19.681786,2026-08-03 01:47:38.128565,16.15
PKT-0005921,CAR-00170,L02-B01,OP-PCK-12,2026-08-03 01:45:19.681786,2026-08-03 01:48:05.817920,16.15
PKT-0005922,CAR-00170,L02-B06,OP-PCK-14,2026-08-03 01:45:19.681786,2026-08-03 01:48:33.507276,16.15
PKT-0005923,CAR-00170,L02-B03,OP-PCK-06,2026-08-03 01:45:19.681786,2026-08-03 01:49:01.196632,16.15
PKT-0005924,CAR-00170,L02-B04,OP-PCK-22,2026-08-03 01:45:19.681786,2026-08-03 01:49:28.885987,16.15
PKT-0005925,CAR-00170,L01-B06,OP-PCK-15,2026-08-03 01:45:19.681786,2026-08-03 01:49:56.575343,16.15
PKT-0005926,CAR-00170,L02-B08,OP-PCK-09,2026-08-03 01:45:19.681786,2026-08-03 01:50:24.264699,16.15
PKT-0005927,CAR-00170,L01-B06,OP-PCK-06,2026-08-03 01:45:19.681786,2026-08-03 01:50:51.954054,16.15
PKT-0005928,CAR-00170,L02-B02,OP-PCK-16,2026-08-03 01:45:19.681786,2026-08-03 01:51:19.643410,16.15
PKT-0005929,CAR-00170,L02-B01,OP-PCK-16,2026-08-03 01:45:19.681786,2026-08-03 01:51:47.332766,16.15
PKT-0005930,CAR-00170,L01-B01,OP-PCK-07,2026-08-03 01:45:19.681786,2026-08-03 01:52:15.022122,16.15
PKT-0005931,CAR-00170,L02-B01,OP-PCK-16,2026-08-03 01:45:19.681786,2026-08-03 01:52:42.711477,16.15
PKT-0005932,CAR-00170,L02-B06,OP-PCK-18,2026-08-03 01:45:19.681786,2026-08-03 01:53:10.400833,16.15
PKT-0005933,CAR-00170,L02-B06,OP-PCK-03,2026-08-03 01:45:19.681786,2026-08-03 01:53:38.090189,16.15
PKT-0005934,CAR-00170,L01-B08,OP-PCK-04,2026-08-03 01:45:19.681786,2026-08-03 01:54:05.779544,16.15
PKT-0005935,CAR-00170,L01-B07,OP-PCK-04,2026-08-03 01:45:19.681786,2026-08-03 01:54:33.468900,16.15
PKT-0005936,CAR-00170,L01-B06,OP-PCK-05,2026-08-03 01:45:19.681786,2026-08-03 01:55:01.158256,16.15
PKT-0005937,CAR-00170,L01-B14,OP-PCK-15,2026-08-03 01:45:19.681786,2026-08-03 01:55:28.847612,16.15
PKT-0005938,CAR-00170,L01-B12,OP-PCK-13,2026-08-03 01:45:19.681786,2026-08-03 01:55:56.536967,16.15
PKT-0005939,CAR-00170,L02-B07,OP-PCK-18,2026-08-03 01:45:19.681786,2026-08-03 01:56:24.226323,16.15
PKT-0005940,CAR-00170,L02-B08,OP-PCK-19,2026-08-03 01:45:19.681786,2026-08-03 01:56:51.915679,16.15
