id_carrinho,id_op_rebin,linha_rebin,dt_inicio_montagem,tempo_montagem_min,dt_fim_montagem
CAR-00658,OP-REB-05,L01,2026-08-09 02:24:10,9.56,2026-08-09 02:33:43.600
CAR-00659,OP-REB-04,L02,2026-08-09 02:32:38,14.12,2026-08-09 02:46:45.200
CAR-00660,OP-REB-05,L02,2026-08-09 02:34:01,13.88,2026-08-09 02:47:53.800
CAR-00661,OP-REB-04,L02,2026-08-09 02:41:30,13.27,2026-08-09 02:54:46.200
CAR-00662,OP-REB-06,L01,2026-08-09 02:43:38,12.18,2026-08-09 02:55:48.800
CAR-00663,OP-REB-04,L01,2026-08-09 02:46:14,7.22,2026-08-09 02:53:27.200
CAR-00664,OP-REB-02,L02,2026-08-09 03:21:09,11.85,2026-08-09 03:33:00.000
CAR-00665,OP-REB-09,L02,2026-08-09 03:36:08,12.91,2026-08-09 03:49:02.600
CAR-00666,OP-REB-02,L01,2026-08-09 03:50:04,10.93,2026-08-09 04:00:59.800
CAR-00667,OP-REB-09,L01,2026-08-09 04:49:36,10.58,2026-08-09 05:00:10.800
CAR-00668,OP-REB-06,L02,2026-08-09 04:56:49,14.89,2026-08-09 05:11:42.400
CAR-00669,OP-REB-09,L02,2026-08-09 05:08:25,11.88,2026-08-09 05:20:17.800
CAR-00670,OP-REB-09,L02,2026-08-09 05:18:45,12.91,2026-08-09 05:31:39.600
CAR-00671,OP-REB-03,L02,2026-08-09 05:29:36,13.55,2026-08-09 05:43:09.000
CAR-00672,OP-REB-01,L01,2026-08-09 05:32:36,10.0,2026-08-09 05:42:36.000
CAR-00673,OP-REB-01,L01,2026-08-09 05:39:04,12.39,2026-08-09 05:51:27.400
CAR-00674,OP-REB-03,L01,2026-08-09 05:48:13,14.64,2026-08-09 06:02:51.400
CAR-00675,OP-REB-05,L01,2026-08-09 05:55:07,15.64,2026-08-09 06:10:45.400
CAR-00676,OP-REB-03,L02,2026-08-09 05:58:15,12.08,2026-08-09 06:10:19.800
CAR-00677,OP-REB-09,L01,2026-08-09 06:09:17,11.52,2026-08-09 06:20:48.200
CAR-00678,OP-REB-09,L02,2026-08-09 06:30:45,12.54,2026-08-09 06:43:17.400
CAR-00679,OP-REB-03,L01,2026-08-09 07:01:32,12.49,2026-08-09 07:14:01.400
CAR-00680,OP-REB-03,L01,2026-08-09 07:25:58,14.77,2026-08-09 07:40:44.200
CAR-00681,OP-REB-05,L01,2026-08-09 07:53:22,10.01,2026-08-09 08:03:22.600
CAR-00682,OP-REB-02,L02,2026-08-09 07:56:08,11.44,2026-08-09 08:07:34.400
CAR-00683,OP-REB-06,L01,2026-08-09 07:59:36,9.77,2026-08-09 08:09:22.200
CAR-00684,OP-REB-07,L02,2026-08-09 08:09:16,9.98,2026-08-09 08:19:14.800
CAR-00685,OP-REB-09,L02,2026-08-09 08:26:23,12.75,2026-08-09 08:39:08.000
CAR-00686,OP-REB-06,L01,2026-08-09 08:32:16,13.62,2026-08-09 08:45:53.200
CAR-00687,OP-REB-03,L02,2026-08-09 08:39:40,10.7,2026-08-09 08:50:22.000
CAR-00688,OP-REB-05,L01,2026-08-09 08:41:43,13.54,2026-08-09 08:55:15.400
CAR-00689,OP-REB-04,L02,2026-08-09 08:54:52,14.22,2026-08-09 09:09:05.200
CAR-00690,OP-REB-05,L01,2026-08-09 09:07:16,15.87,2026-08-09 09:23:08.200
CAR-00691,OP-REB-08,L02,2026-08-09 09:21:26,12.14,2026-08-09 09:33:34.400
CAR-00692,OP-REB-08,L02,2026-08-09 09:27:30,10.72,2026-08-09 09:38:13.200
CAR-00693,OP-REB-06,L01,2026-08-09 09:27:42,10.0,2026-08-09 09:37:42.000
CAR-00694,OP-REB-01,L01,2026-08-09 09:57:55,9.8,2026-08-09 10:07:43.000
CAR-00695,OP-REB-08,L01,2026-08-09 09:59:12,14.5,2026-08-09 10:13:42.000
CAR-00696,OP-REB-08,L01,2026-08-09 10:34:49,8.97,2026-08-09 10:43:47.200
CAR-00697,OP-REB-02,L02,2026-08-09 10:46:02,14.44,2026-08-09 11:00:28.400
CAR-00698,OP-REB-04,L02,2026-08-09 10:51:02,10.26,2026-08-09 11:01:17.600
CAR-00699,OP-REB-02,L02,2026-08-09 10:52:34,10.63,2026-08-09 11:03:11.800
CAR-00700,OP-REB-04,L02,2026-08-09 11:07:42,11.7,2026-08-09 11:19:24.000
CAR-00701,OP-REB-07,L01,2026-08-09 12:07:06,10.59,2026-08-09 12:17:41.400
CAR-00702,OP-REB-09,L02,2026-08-09 12:18:56,13.86,2026-08-09 12:32:47.600
CAR-00703,OP-REB-08,L01,2026-08-09 12:32:23,15.63,2026-08-09 12:48:00.800
CAR-00704,OP-REB-09,L02,2026-08-09 12:38:00,10.69,2026-08-09 12:48:41.400
CAR-00705,OP-REB-08,L01,2026-08-09 12:44:20,11.14,2026-08-09 12:55:28.400
CAR-00706,OP-REB-02,L01,2026-08-09 12:44:32,11.67,2026-08-09 12:56:12.200
CAR-00707,OP-REB-07,L01,2026-08-09 13:05:56,13.08,2026-08-09 13:19:00.800
CAR-00708,OP-REB-02,L01,2026-08-09 13:25:12,11.69,2026-08-09 13:36:53.400
CAR-00709,OP-REB-02,L01,2026-08-09 13:30:16,14.77,2026-08-09 13:45:02.200
CAR-00710,OP-REB-04,L02,2026-08-09 13:50:01,14.29,2026-08-09 14:04:18.400
CAR-00711,OP-REB-01,L01,2026-08-09 14:08:08,9.63,2026-08-09 14:17:45.800
CAR-00712,OP-REB-05,L02,2026-08-09 14:16:41,13.04,2026-08-09 14:29:43.400
CAR-00713,OP-REB-06,L02,2026-08-09 14:23:04,15.04,2026-08-09 14:38:06.400
CAR-00714,OP-REB-09,L01,2026-08-09 14:29:07,11.01,2026-08-09 14:40:07.600
CAR-00715,OP-REB-08,L02,2026-08-09 14:50:35,11.41,2026-08-09 15:01:59.600
CAR-00716,OP-REB-02,L02,2026-08-09 15:31:35,10.94,2026-08-09 15:42:31.400
CAR-00717,OP-REB-01,L02,2026-08-09 15:45:31,10.99,2026-08-09 15:56:30.400
CAR-00718,OP-REB-02,L01,2026-08-09 16:38:17,8.66,2026-08-09 16:46:56.600
CAR-00719,OP-REB-07,L01,2026-08-09 16:45:03,9.34,2026-08-09 16:54:23.400
CAR-00720,OP-REB-04,L01,2026-08-09 17:18:19,12.15,2026-08-09 17:30:28.000
CAR-00721,OP-REB-05,L01,2026-08-09 17:23:00,15.03,2026-08-09 17:38:01.800
CAR-00722,OP-REB-07,L02,2026-08-09 19:21:30,10.77,2026-08-09 19:32:16.200
CAR-00723,OP-REB-03,L02,2026-08-09 19:57:06,10.71,2026-08-09 20:07:48.600
CAR-00724,OP-REB-02,L02,2026-08-09 20:11:36,15.4,2026-08-09 20:27:00.000
CAR-00725,OP-REB-07,L02,2026-08-09 20:13:26,9.78,2026-08-09 20:23:12.800
CAR-00726,OP-REB-05,L02,2026-08-09 20:14:48,8.68,2026-08-09 20:23:28.800
CAR-00727,OP-REB-01,L02,2026-08-09 20:39:34,10.34,2026-08-09 20:49:54.400
CAR-00728,OP-REB-01,L01,2026-08-09 20:51:39,10.67,2026-08-09 21:02:19.200
CAR-00729,OP-REB-09,L02,2026-08-09 20:59:42,8.51,2026-08-09 21:08:12.600
CAR-00730,OP-REB-05,L02,2026-08-09 21:36:59,11.74,2026-08-09 21:48:43.400
CAR-00731,OP-REB-01,L02,2026-08-09 21:46:53,13.9,2026-08-09 22:00:47.000
CAR-00732,OP-REB-07,L01,2026-08-09 21:52:01,9.43,2026-08-09 22:01:26.800
CAR-00733,OP-REB-09,L02,2026-08-09 22:04:34,12.18,2026-08-09 22:16:44.800
CAR-00734,OP-REB-01,L02,2026-08-09 22:23:21,12.79,2026-08-09 22:36:08.400
CAR-00735,OP-REB-04,L01,2026-08-09 22:34:25,11.83,2026-08-09 22:46:14.800
CAR-00736,OP-REB-03,L02,2026-08-09 23:15:15,12.37,2026-08-09 23:27:37.200
CAR-00737,OP-REB-05,L01,2026-08-09 23:31:36,12.39,2026-08-09 23:43:59.400
CAR-00738,OP-REB-07,L01,2026-08-09 23:42:30,10.37,2026-08-09 23:52:52.200
CAR-00739,OP-REB-08,L02,2026-08-09 23:46:35,15.0,2026-08-10 00:01:35.000
CAR-00740,OP-REB-02,L02,2026-08-09 23:54:38,14.5,2026-08-10 00:09:08.000
CAR-00741,OP-REB-07,L01,2026-08-10 00:29:31,14.38,2026-08-10 00:43:53.800
CAR-00742,OP-REB-01,L02,2026-08-10 01:39:45,14.03,2026-08-10 01:53:46.800
CAR-00743,OP-REB-07,L02,2026-08-10 02:15:21,8.85,2026-08-10 02:24:12.000
CAR-00744,OP-REB-08,L01,2026-08-10 02:35:13,13.85,2026-08-10 02:49:04.000
CAR-00745,OP-REB-02,L01,2026-08-10 03:17:16,13.31,2026-08-10 03:30:34.600
CAR-00746,OP-REB-09,L02,2026-08-10 03:19:10,8.93,2026-08-10 03:28:05.800
CAR-00747,OP-REB-01,L01,2026-08-10 03:32:14,11.57,2026-08-10 03:43:48.200
CAR-00748,OP-REB-06,L02,2026-08-10 03:38:17,12.55,2026-08-10 03:50:50.000
CAR-00749,OP-REB-01,L02,2026-08-10 03:46:38,15.33,2026-08-10 04:01:57.800
CAR-00750,OP-REB-03,L02,2026-08-10 03:54:04,13.45,2026-08-10 04:07:31.000
CAR-00751,OP-REB-06,L02,2026-08-10 03:56:13,10.27,2026-08-10 04:06:29.200
CAR-00752,OP-REB-03,L01,2026-08-10 04:05:46,15.39,2026-08-10 04:21:09.400
CAR-00753,OP-REB-08,L02,2026-08-10 04:12:28,12.09,2026-08-10 04:24:33.400
CAR-00754,OP-REB-05,L01,2026-08-10 04:14:13,11.49,2026-08-10 04:25:42.400
CAR-00755,OP-REB-02,L02,2026-08-10 04:40:00,11.35,2026-08-10 04:51:21.000
CAR-00756,OP-REB-04,L02,2026-08-10 05:19:18,8.75,2026-08-10 05:28:03.000
CAR-00757,OP-REB-09,L01,2026-08-10 05:23:55,11.78,2026-08-10 05:35:41.800
CAR-00758,OP-REB-04,L02,2026-08-10 06:15:13,12.99,2026-08-10 06:28:12.400
CAR-00759,OP-REB-08,L01,2026-08-10 06:45:16,11.23,2026-08-10 06:56:29.800
CAR-00760,OP-REB-05,L01,2026-08-10 06:50:41,12.84,2026-08-10 07:03:31.400
CAR-00761,OP-REB-01,L02,2026-08-10 06:52:02,10.27,2026-08-10 07:02:18.200
CAR-00762,OP-REB-07,L02,2026-08-10 07:04:34,11.72,2026-08-10 07:16:17.200
CAR-00763,OP-REB-03,L02,2026-08-10 07:31:06,12.63,2026-08-10 07:43:43.800
CAR-00764,OP-REB-08,L02,2026-08-10 08:08:52,12.38,2026-08-10 08:21:14.800
CAR-00765,OP-REB-03,L01,2026-08-10 08:31:07,8.79,2026-08-10 08:39:54.400
CAR-00766,OP-REB-01,L02,2026-08-10 08:35:58,11.12,2026-08-10 08:47:05.200
CAR-00767,OP-REB-05,L02,2026-08-10 08:40:01,15.35,2026-08-10 08:55:22.000
CAR-00768,OP-REB-02,L02,2026-08-10 08:44:54,11.02,2026-08-10 08:55:55.200
CAR-00769,OP-REB-04,L02,2026-08-10 08:57:40,12.03,2026-08-10 09:09:41.800
CAR-00770,OP-REB-01,L02,2026-08-10 09:06:08,11.83,2026-08-10 09:17:57.800
CAR-00771,OP-REB-09,L01,2026-08-10 09:15:52,15.14,2026-08-10 09:31:00.400
CAR-00772,OP-REB-06,L02,2026-08-10 09:29:01,14.58,2026-08-10 09:43:35.800
CAR-00773,OP-REB-08,L01,2026-08-10 09:47:47,13.62,2026-08-10 10:01:24.200
CAR-00774,OP-REB-04,L02,2026-08-10 09:55:43,10.05,2026-08-10 10:05:46.000
CAR-00775,OP-REB-09,L02,2026-08-10 09:59:31,12.72,2026-08-10 10:12:14.200
CAR-00776,OP-REB-02,L02,2026-08-10 10:23:12,13.14,2026-08-10 10:36:20.400
CAR-00777,OP-REB-09,L01,2026-08-10 10:28:39,10.6,2026-08-10 10:39:15.000
CAR-00778,OP-REB-05,L02,2026-08-10 10:59:03,10.26,2026-08-10 11:09:18.600
CAR-00779,OP-REB-06,L01,2026-08-10 11:05:28,15.41,2026-08-10 11:20:52.600
CAR-00780,OP-REB-03,L01,2026-08-10 11:17:37,11.4,2026-08-10 11:29:01.000
CAR-00781,OP-REB-04,L02,2026-08-10 11:24:39,15.23,2026-08-10 11:39:52.800
CAR-00782,OP-REB-06,L01,2026-08-10 11:27:12,13.99,2026-08-10 11:41:11.400
CAR-00783,OP-REB-07,L02,2026-08-10 11:39:28,12.82,2026-08-10 11:52:17.200
CAR-00784,OP-REB-01,L02,2026-08-10 12:15:01,12.91,2026-08-10 12:27:55.600
CAR-00785,OP-REB-07,L01,2026-08-10 13:08:48,9.2,2026-08-10 13:18:00.000
CAR-00786,OP-REB-01,L02,2026-08-10 13:13:11,12.41,2026-08-10 13:25:35.600
CAR-00787,OP-REB-05,L02,2026-08-10 13:14:52,14.83,2026-08-10 13:29:41.800
CAR-00788,OP-REB-06,L01,2026-08-10 13:38:33,13.36,2026-08-10 13:51:54.600
CAR-00789,OP-REB-02,L01,2026-08-10 13:44:57,12.31,2026-08-10 13:57:15.600
CAR-00790,OP-REB-09,L01,2026-08-10 13:51:29,15.42,2026-08-10 14:06:54.200
CAR-00791,OP-REB-06,L01,2026-08-10 14:05:41,11.63,2026-08-10 14:17:18.800
CAR-00792,OP-REB-07,L01,2026-08-10 14:59:02,10.76,2026-08-10 15:09:47.600
CAR-00793,OP-REB-08,L01,2026-08-10 15:00:06,12.31,2026-08-10 15:12:24.600
CAR-00794,OP-REB-01,L02,2026-08-10 15:11:34,13.53,2026-08-10 15:25:05.800
CAR-00795,OP-REB-08,L01,2026-08-10 15:25:54,8.56,2026-08-10 15:34:27.600
CAR-00796,OP-REB-04,L01,2026-08-10 15:41:01,12.57,2026-08-10 15:53:35.200
CAR-00797,OP-REB-08,L02,2026-08-10 15:52:48,13.62,2026-08-10 16:06:25.200
CAR-00798,OP-REB-06,L02,2026-08-10 16:02:18,11.46,2026-08-10 16:13:45.600
CAR-00799,OP-REB-09,L01,2026-08-10 16:07:17,14.21,2026-08-10 16:21:29.600
CAR-00800,OP-REB-04,L01,2026-08-10 16:25:31,13.28,2026-08-10 16:38:47.800
CAR-00801,OP-REB-02,L02,2026-08-10 16:57:32,16.28,2026-08-10 17:13:48.800
CAR-00802,OP-REB-02,L01,2026-08-10 18:04:12,10.5,2026-08-10 18:14:42.000
CAR-00803,OP-REB-05,L01,2026-08-10 18:42:26,13.66,2026-08-10 18:56:05.600
CAR-00804,OP-REB-09,L02,2026-08-10 18:55:43,9.97,2026-08-10 19:05:41.200
CAR-00805,OP-REB-03,L01,2026-08-10 18:57:35,8.77,2026-08-10 19:06:21.200
CAR-00806,OP-REB-08,L02,2026-08-10 19:04:50,7.93,2026-08-10 19:12:45.800
CAR-00807,OP-REB-04,L01,2026-08-10 19:08:46,13.08,2026-08-10 19:21:50.800
CAR-00808,OP-REB-06,L02,2026-08-10 19:23:36,12.37,2026-08-10 19:35:58.200
CAR-00809,OP-REB-06,L02,2026-08-10 19:29:56,11.04,2026-08-10 19:40:58.400
CAR-00810,OP-REB-03,L02,2026-08-10 20:28:55,8.45,2026-08-10 20:37:22.000
CAR-00811,OP-REB-05,L01,2026-08-10 20:34:11,10.62,2026-08-10 20:44:48.200
CAR-00812,OP-REB-03,L02,2026-08-10 20:57:40,12.01,2026-08-10 21:09:40.600
CAR-00813,OP-REB-01,L01,2026-08-10 21:35:27,13.59,2026-08-10 21:49:02.400
CAR-00814,OP-REB-07,L02,2026-08-10 21:35:31,11.97,2026-08-10 21:47:29.200
CAR-00815,OP-REB-04,L02,2026-08-10 21:57:16,12.5,2026-08-10 22:09:46.000
CAR-00816,OP-REB-07,L02,2026-08-10 22:34:51,11.25,2026-08-10 22:46:06.000
CAR-00817,OP-REB-03,L01,2026-08-10 22:46:43,15.5,2026-08-10 23:02:13.000
CAR-00818,OP-REB-05,L01,2026-08-10 22:59:21,9.96,2026-08-10 23:09:18.600
CAR-00819,OP-REB-05,L02,2026-08-10 23:28:50,10.6,2026-08-10 23:39:26.000
CAR-00820,OP-REB-02,L01,2026-08-10 23:45:31,11.02,2026-08-10 23:56:32.200
CAR-00821,OP-REB-02,L01,2026-08-10 23:52:45,13.09,2026-08-11 00:05:50.400
CAR-00822,OP-REB-04,L01,2026-08-10 23:56:26,9.92,2026-08-11 00:06:21.200
CAR-00823,OP-REB-04,L02,2026-08-11 00:09:41,12.27,2026-08-11 00:21:57.200
CAR-00824,OP-REB-04,L01,2026-08-11 00:18:43,12.33,2026-08-11 00:31:02.800
CAR-00825,OP-REB-06,L02,2026-08-11 00:23:24,10.61,2026-08-11 00:34:00.600
CAR-00826,OP-REB-02,L02,2026-08-11 00:28:12,12.66,2026-08-11 00:40:51.600
CAR-00827,OP-REB-06,L02,2026-08-11 00:29:53,9.98,2026-08-11 00:39:51.800
CAR-00828,OP-REB-07,L01,2026-08-11 00:53:53,9.77,2026-08-11 01:03:39.200
CAR-00829,OP-REB-03,L02,2026-08-11 02:15:38,12.2,2026-08-11 02:27:50.000
CAR-00830,OP-REB-08,L01,2026-08-11 02:58:08,8.68,2026-08-11 03:06:48.800
CAR-00831,OP-REB-02,L01,2026-08-11 03:04:59,7.71,2026-08-11 03:12:41.600
CAR-00832,OP-REB-08,L02,2026-08-11 03:08:15,13.07,2026-08-11 03:21:19.200
CAR-00833,OP-REB-05,L02,2026-08-11 03:13:36,14.1,2026-08-11 03:27:42.000
CAR-00834,OP-REB-02,L02,2026-08-11 03:48:21,11.07,2026-08-11 03:59:25.200
CAR-00835,OP-REB-07,L01,2026-08-11 04:22:38,10.66,2026-08-11 04:33:17.600
CAR-00836,OP-REB-02,L01,2026-08-11 04:26:19,14.01,2026-08-11 04:40:19.600
CAR-00837,OP-REB-06,L02,2026-08-11 04:59:55,9.71,2026-08-11 05:09:37.600
CAR-00838,OP-REB-03,L02,2026-08-11 05:35:22,9.27,2026-08-11 05:44:38.200
CAR-00839,OP-REB-09,L01,2026-08-11 05:35:57,13.42,2026-08-11 05:49:22.200
CAR-00840,OP-REB-03,L01,2026-08-11 05:50:03,12.02,2026-08-11 06:02:04.200
CAR-00841,OP-REB-03,L02,2026-08-11 05:52:41,14.13,2026-08-11 06:06:48.800
CAR-00842,OP-REB-05,L01,2026-08-11 05:54:23,7.72,2026-08-11 06:02:06.200
CAR-00843,OP-REB-07,L01,2026-08-11 06:10:45,9.2,2026-08-11 06:19:57.000
CAR-00844,OP-REB-08,L01,2026-08-11 06:11:30,12.03,2026-08-11 06:23:31.800
CAR-00845,OP-REB-07,L01,2026-08-11 06:15:09,12.84,2026-08-11 06:27:59.400
CAR-00846,OP-REB-09,L01,2026-08-11 06:18:59,13.69,2026-08-11 06:32:40.400
CAR-00847,OP-REB-05,L01,2026-08-11 06:36:23,12.35,2026-08-11 06:48:44.000
CAR-00848,OP-REB-03,L02,2026-08-11 06:44:11,12.33,2026-08-11 06:56:30.800
CAR-00849,OP-REB-06,L01,2026-08-11 06:49:24,11.22,2026-08-11 07:00:37.200
CAR-00850,OP-REB-05,L02,2026-08-11 07:12:54,15.18,2026-08-11 07:28:04.800
CAR-00851,OP-REB-04,L02,2026-08-11 07:31:14,9.79,2026-08-11 07:41:01.400
CAR-00852,OP-REB-02,L01,2026-08-11 07:42:03,12.72,2026-08-11 07:54:46.200
CAR-00853,OP-REB-07,L02,2026-08-11 08:11:17,10.02,2026-08-11 08:21:18.200
CAR-00854,OP-REB-05,L02,2026-08-11 08:32:52,13.07,2026-08-11 08:45:56.200
CAR-00855,OP-REB-04,L02,2026-08-11 08:35:32,9.93,2026-08-11 08:45:27.800
CAR-00856,OP-REB-08,L01,2026-08-11 08:41:38,13.49,2026-08-11 08:55:07.400
CAR-00857,OP-REB-09,L02,2026-08-11 08:52:51,12.22,2026-08-11 09:05:04.200
CAR-00858,OP-REB-09,L01,2026-08-11 08:59:32,15.49,2026-08-11 09:15:01.400
CAR-00859,OP-REB-03,L02,2026-08-11 09:20:31,11.44,2026-08-11 09:31:57.400
CAR-00860,OP-REB-03,L02,2026-08-11 09:46:51,12.85,2026-08-11 09:59:42.000
CAR-00861,OP-REB-05,L02,2026-08-11 09:50:44,10.44,2026-08-11 10:01:10.400
CAR-00862,OP-REB-05,L02,2026-08-11 10:25:03,11.42,2026-08-11 10:36:28.200
CAR-00863,OP-REB-02,L01,2026-08-11 10:28:32,12.21,2026-08-11 10:40:44.600
CAR-00864,OP-REB-01,L02,2026-08-11 10:33:32,8.95,2026-08-11 10:42:29.000
CAR-00865,OP-REB-08,L02,2026-08-11 11:34:16,9.16,2026-08-11 11:43:25.600
CAR-00866,OP-REB-03,L01,2026-08-11 11:39:37,13.2,2026-08-11 11:52:49.000
CAR-00867,OP-REB-01,L01,2026-08-11 11:57:01,11.71,2026-08-11 12:08:43.600
CAR-00868,OP-REB-01,L01,2026-08-11 12:07:20,10.81,2026-08-11 12:18:08.600
CAR-00869,OP-REB-02,L02,2026-08-11 12:25:21,10.53,2026-08-11 12:35:52.800
CAR-00870,OP-REB-06,L01,2026-08-11 12:27:05,10.6,2026-08-11 12:37:41.000
CAR-00871,OP-REB-06,L01,2026-08-11 12:40:36,12.23,2026-08-11 12:52:49.800
CAR-00872,OP-REB-03,L01,2026-08-11 13:04:25,12.89,2026-08-11 13:17:18.400
CAR-00873,OP-REB-04,L01,2026-08-11 13:23:37,7.82,2026-08-11 13:31:26.200
CAR-00874,OP-REB-02,L01,2026-08-11 13:24:55,14.83,2026-08-11 13:39:44.800
CAR-00875,OP-REB-02,L01,2026-08-11 14:02:44,14.68,2026-08-11 14:17:24.800
CAR-00876,OP-REB-07,L02,2026-08-11 14:04:53,7.34,2026-08-11 14:12:13.400
CAR-00877,OP-REB-01,L01,2026-08-11 14:56:49,14.17,2026-08-11 15:10:59.200
CAR-00878,OP-REB-07,L02,2026-08-11 15:06:56,14.11,2026-08-11 15:21:02.600
CAR-00879,OP-REB-01,L01,2026-08-11 15:09:02,12.0,2026-08-11 15:21:02.000
CAR-00880,OP-REB-06,L01,2026-08-11 15:17:01,9.41,2026-08-11 15:26:25.600
CAR-00881,OP-REB-03,L01,2026-08-11 15:32:00,14.03,2026-08-11 15:46:01.800
CAR-00882,OP-REB-08,L02,2026-08-11 15:43:25,11.52,2026-08-11 15:54:56.200
CAR-00883,OP-REB-06,L01,2026-08-11 15:58:05,13.1,2026-08-11 16:11:11.000
CAR-00884,OP-REB-02,L01,2026-08-11 17:08:18,16.44,2026-08-11 17:24:44.400
CAR-00885,OP-REB-08,L01,2026-08-11 17:52:19,12.5,2026-08-11 18:04:49.000
CAR-00886,OP-REB-05,L01,2026-08-11 18:01:57,10.17,2026-08-11 18:12:07.200
CAR-00887,OP-REB-08,L02,2026-08-11 18:03:45,11.33,2026-08-11 18:15:04.800
CAR-00888,OP-REB-08,L02,2026-08-11 18:07:49,10.42,2026-08-11 18:18:14.200
CAR-00889,OP-REB-06,L02,2026-08-11 18:41:51,12.87,2026-08-11 18:54:43.200
CAR-00890,OP-REB-02,L02,2026-08-11 18:58:01,10.39,2026-08-11 19:08:24.400
CAR-00891,OP-REB-08,L02,2026-08-11 18:59:35,11.05,2026-08-11 19:10:38.000
CAR-00892,OP-REB-06,L01,2026-08-11 19:10:20,9.43,2026-08-11 19:19:45.800
CAR-00893,OP-REB-06,L01,2026-08-11 19:24:19,11.74,2026-08-11 19:36:03.400
CAR-00894,OP-REB-08,L01,2026-08-11 19:28:15,12.35,2026-08-11 19:40:36.000
CAR-00895,OP-REB-01,L02,2026-08-11 19:32:07,6.63,2026-08-11 19:38:44.800
CAR-00896,OP-REB-02,L01,2026-08-11 19:33:46,12.52,2026-08-11 19:46:17.200
CAR-00897,OP-REB-09,L02,2026-08-11 19:53:52,11.91,2026-08-11 20:05:46.600
CAR-00898,OP-REB-08,L01,2026-08-11 19:57:08,10.47,2026-08-11 20:07:36.200
CAR-00899,OP-REB-07,L02,2026-08-11 20:10:15,16.06,2026-08-11 20:26:18.600
CAR-00900,OP-REB-07,L01,2026-08-11 20:33:03,13.92,2026-08-11 20:46:58.200
CAR-00901,OP-REB-05,L01,2026-08-11 20:40:38,9.81,2026-08-11 20:50:26.600
CAR-00902,OP-REB-02,L01,2026-08-11 20:44:00,13.68,2026-08-11 20:57:40.800
CAR-00903,OP-REB-06,L01,2026-08-11 20:52:39,14.49,2026-08-11 21:07:08.400
CAR-00904,OP-REB-03,L02,2026-08-11 21:24:44,12.26,2026-08-11 21:36:59.600
CAR-00905,OP-REB-04,L01,2026-08-11 21:43:17,12.72,2026-08-11 21:56:00.200
CAR-00906,OP-REB-02,L01,2026-08-11 21:58:42,12.68,2026-08-11 22:11:22.800
CAR-00907,OP-REB-02,L01,2026-08-11 22:26:00,7.83,2026-08-11 22:33:49.800
CAR-00908,OP-REB-08,L02,2026-08-11 22:36:20,11.63,2026-08-11 22:47:57.800
CAR-00909,OP-REB-08,L01,2026-08-11 22:37:55,11.52,2026-08-11 22:49:26.200
CAR-00910,OP-REB-06,L01,2026-08-11 22:40:44,14.86,2026-08-11 22:55:35.600
CAR-00911,OP-REB-05,L01,2026-08-11 22:42:13,12.67,2026-08-11 22:54:53.200
CAR-00912,OP-REB-08,L01,2026-08-11 22:50:18,11.4,2026-08-11 23:01:42.000
CAR-00913,OP-REB-04,L01,2026-08-11 23:37:40,11.82,2026-08-11 23:49:29.200
CAR-00914,OP-REB-04,L02,2026-08-11 23:54:39,14.05,2026-08-12 00:08:42.000
CAR-00915,OP-REB-05,L02,2026-08-11 23:57:06,11.63,2026-08-12 00:08:43.800
CAR-00916,OP-REB-01,L02,2026-08-12 00:00:18,10.6,2026-08-12 00:10:54.000
CAR-00917,OP-REB-01,L01,2026-08-12 00:06:08,11.45,2026-08-12 00:17:35.000
CAR-00918,OP-REB-02,L02,2026-08-12 00:28:11,13.88,2026-08-12 00:42:03.800
CAR-00919,OP-REB-08,L01,2026-08-12 01:06:57,12.99,2026-08-12 01:19:56.400
CAR-00920,OP-REB-07,L01,2026-08-12 01:08:03,12.09,2026-08-12 01:20:08.400
CAR-00921,OP-REB-09,L01,2026-08-12 01:16:36,12.38,2026-08-12 01:28:58.800
CAR-00922,OP-REB-05,L01,2026-08-12 01:21:28,10.88,2026-08-12 01:32:20.800
CAR-00923,OP-REB-02,L02,2026-08-12 01:56:12,11.61,2026-08-12 02:07:48.600
CAR-00924,OP-REB-07,L02,2026-08-12 02:01:33,10.67,2026-08-12 02:12:13.200
CAR-00925,OP-REB-08,L02,2026-08-12 02:30:41,11.41,2026-08-12 02:42:05.600
CAR-00926,OP-REB-07,L01,2026-08-12 03:05:03,14.69,2026-08-12 03:19:44.400
CAR-00927,OP-REB-07,L02,2026-08-12 03:59:47,9.84,2026-08-12 04:09:37.400
CAR-00928,OP-REB-05,L02,2026-08-12 04:08:13,10.62,2026-08-12 04:18:50.200
CAR-00929,OP-REB-02,L01,2026-08-12 04:09:53,9.49,2026-08-12 04:19:22.400
CAR-00930,OP-REB-06,L02,2026-08-12 04:26:29,9.06,2026-08-12 04:35:32.600
CAR-00931,OP-REB-04,L01,2026-08-12 04:37:19,11.63,2026-08-12 04:48:56.800
CAR-00932,OP-REB-02,L02,2026-08-12 05:13:29,10.76,2026-08-12 05:24:14.600
CAR-00933,OP-REB-09,L02,2026-08-12 05:46:37,15.52,2026-08-12 06:02:08.200
CAR-00934,OP-REB-07,L02,2026-08-12 05:56:02,11.43,2026-08-12 06:07:27.800
CAR-00935,OP-REB-06,L01,2026-08-12 06:21:01,14.58,2026-08-12 06:35:35.800
