id_pacote,id_op_balanca,dt_pesagem,status_balanca
PKT-0026314,OP-BAL-03,2026-08-10 04:38:49.560324,Aprovado
PKT-0026315,OP-BAL-01,2026-08-10 04:38:38.729397,Aprovado
PKT-0026316,OP-BAL-02,2026-08-10 04:39:42.341021,Aprovado
PKT-0026317,OP-BAL-01,2026-08-10 04:39:09.852405,Aprovado
PKT-0026318,OP-BAL-01,2026-08-10 04:40:05.206573,Aprovado
PKT-0026319,OP-BAL-02,2026-08-10 04:41:05.565300,Aprovado
PKT-0026320,OP-BAL-01,2026-08-10 04:41:21.375561,Aprovado
PKT-0026321,OP-BAL-01,2026-08-10 04:28:29.391694,Aprovado
PKT-0026322,OP-BAL-01,2026-08-10 04:29:38.434778,Aprovado
PKT-0026323,OP-BAL-01,2026-08-10 04:29:47.221218,Aprovado
PKT-0026324,OP-BAL-03,2026-08-10 04:30:57.889958,Aprovado
PKT-0026325,OP-BAL-01,2026-08-10 04:31:25.305671,Aprovado
PKT-0026326,OP-BAL-03,2026-08-10 04:31:49.600568,Aprovado
PKT-0026327,OP-BAL-02,2026-08-10 04:32:29.025073,Aprovado
PKT-0026328,OP-BAL-03,2026-08-10 04:33:08.837922,Rejeitado
PKT-0026329,OP-BAL-03,2026-08-10 04:33:58.760461,Aprovado
PKT-0026330,OP-BAL-01,2026-08-10 04:34:01.038453,Aprovado
PKT-0026331,OP-BAL-02,2026-08-10 04:35:15.554523,Aprovado
PKT-0026332,OP-BAL-01,2026-08-10 04:34:46.879775,Aprovado
PKT-0026333,OP-BAL-03,2026-08-10 04:36:22.609062,Aprovado
PKT-0026334,OP-BAL-03,2026-08-10 04:36:48.049300,Aprovado
PKT-0026335,OP-BAL-02,2026-08-10 04:37:13.371275,Aprovado
PKT-0026336,OP-BAL-03,2026-08-10 04:38:02.630731,Aprovado
PKT-0026337,OP-BAL-03,2026-08-10 04:38:45.869980,Aprovado
PKT-0026338,OP-BAL-02,2026-08-10 04:38:56.954485,Aprovado
PKT-0026339,OP-BAL-01,2026-08-10 04:39:14.136631,Aprovado
PKT-0026340,OP-BAL-03,2026-08-10 04:39:40.428779,Aprovado
PKT-0026341,OP-BAL-03,2026-08-10 04:40:23.583120,Aprovado
PKT-0026342,OP-BAL-01,2026-08-10 04:40:53.323089,Aprovado
PKT-0026343,OP-BAL-02,2026-08-10 04:41:48.366411,Aprovado
PKT-0026344,OP-BAL-03,2026-08-10 04:41:52.290481,Aprovado
PKT-0026345,OP-BAL-02,2026-08-10 04:42:59.299737,Aprovado
PKT-0026346,OP-BAL-03,2026-08-10 04:43:33.085036,Aprovado
PKT-0026347,OP-BAL-01,2026-08-10 04:44:07.540051,Aprovado
PKT-0026348,OP-BAL-01,2026-08-10 04:44:19.924813,Aprovado
PKT-0026349,OP-BAL-01,2026-08-10 04:45:15.246944,Aprovado
PKT-0026350,OP-BAL-03,2026-08-10 04:45:54.748008,Aprovado
PKT-0026351,OP-BAL-01,2026-08-10 04:47:11.602209,Aprovado
PKT-0026352,OP-BAL-02,2026-08-10 04:46:57.963571,Aprovado
PKT-0026353,OP-BAL-02,2026-08-10 04:48:29.538770,Aprovado
PKT-0026354,OP-BAL-03,2026-08-10 04:48:44.578175,Aprovado
PKT-0026355,OP-BAL-01,2026-08-10 04:49:03.992025,Aprovado
PKT-0026356,OP-BAL-03,2026-08-10 04:33:41.236313,Aprovado
PKT-0026357,OP-BAL-01,2026-08-10 04:35:23.384666,Aprovado
PKT-0026358,OP-BAL-02,2026-08-10 04:35:10.828248,Aprovado
PKT-0026359,OP-BAL-01,2026-08-10 04:35:17.412882,Aprovado
PKT-0026360,OP-BAL-01,2026-08-10 04:37:06.776051,Aprovado
PKT-0026361,OP-BAL-03,2026-08-10 04:37:21.913133,Aprovado
PKT-0026362,OP-BAL-01,2026-08-10 04:38:10.825957,Aprovado
PKT-0026363,OP-BAL-02,2026-08-10 04:37:52.820119,Rejeitado
PKT-0026364,OP-BAL-02,2026-08-10 04:39:08.092659,Aprovado
PKT-0026365,OP-BAL-02,2026-08-10 04:38:56.764495,Aprovado
PKT-0026366,OP-BAL-01,2026-08-10 04:40:44.207434,Aprovado
PKT-0026367,OP-BAL-01,2026-08-10 04:41:06.446919,Aprovado
PKT-0026368,OP-BAL-02,2026-08-10 04:41:17.038585,Aprovado
PKT-0026369,OP-BAL-03,2026-08-10 04:41:47.267108,Aprovado
PKT-0026370,OP-BAL-03,2026-08-10 04:42:04.194933,Aprovado
PKT-0026371,OP-BAL-01,2026-08-10 04:43:26.377720,Aprovado
PKT-0026372,OP-BAL-03,2026-08-10 04:43:09.310511,Aprovado
PKT-0026373,OP-BAL-03,2026-08-10 04:44:51.130015,Aprovado
PKT-0026374,OP-BAL-01,2026-08-10 04:44:28.463731,Aprovado
PKT-0026375,OP-BAL-02,2026-08-10 04:45:26.413416,Aprovado
PKT-0026376,OP-BAL-02,2026-08-10 04:46:28.399537,Aprovado
PKT-0026377,OP-BAL-03,2026-08-10 04:46:23.051240,Aprovado
PKT-0026378,OP-BAL-01,2026-08-10 04:47:57.838539,Aprovado
PKT-0026379,OP-BAL-01,2026-08-10 04:47:43.118478,Aprovado
PKT-0026380,OP-BAL-01,2026-08-10 04:48:49.837995,Rejeitado
PKT-0026381,OP-BAL-01,2026-08-10 04:49:29.928688,Aprovado
PKT-0026382,OP-BAL-03,2026-08-10 04:49:09.443835,Aprovado
PKT-0026383,OP-BAL-02,2026-08-10 04:49:48.459066,Aprovado
PKT-0026384,OP-BAL-02,2026-08-10 04:50:28.382622,Aprovado
PKT-0026385,OP-BAL-01,2026-08-10 04:51:18.522039,Aprovado
PKT-0026386,OP-BAL-02,2026-08-10 04:51:47.210998,Aprovado
PKT-0026387,OP-BAL-03,2026-08-10 04:52:32.589307,Aprovado
PKT-0026388,OP-BAL-02,2026-08-10 04:53:43.993627,Aprovado
PKT-0026389,OP-BAL-02,2026-08-10 04:53:24.676740,Aprovado
PKT-0026390,OP-BAL-02,2026-08-10 04:54:54.713731,Aprovado
PKT-0026391,OP-BAL-03,2026-08-10 04:59:36.180307,Aprovado
PKT-0026392,OP-BAL-03,2026-08-10 04:58:58.440951,Aprovado
PKT-0026393,OP-BAL-01,2026-08-10 04:59:49.576720,Aprovado
PKT-0026394,OP-BAL-01,2026-08-10 04:59:44.857458,Aprovado
PKT-0026395,OP-BAL-02,2026-08-10 05:01:27.736940,Aprovado
PKT-0026396,OP-BAL-03,2026-08-10 05:01:53.601602,Aprovado
PKT-0026397,OP-BAL-03,2026-08-10 05:01:21.057638,Aprovado
PKT-0026398,OP-BAL-01,2026-08-10 05:01:55.588420,Aprovado
PKT-0026399,OP-BAL-02,2026-08-10 05:02:36.111827,Aprovado
PKT-0026400,OP-BAL-03,2026-08-10 05:02:46.233908,Aprovado
PKT-0026401,OP-BAL-03,2026-08-10 05:03:43.038253,Aprovado
PKT-0026402,OP-BAL-02,2026-08-10 05:04:22.293678,Aprovado
PKT-0026403,OP-BAL-03,2026-08-10 05:04:27.166789,Aprovado
PKT-0026404,OP-BAL-02,2026-08-10 05:04:06.075574,Aprovado
PKT-0026405,OP-BAL-01,2026-08-10 05:04:51.578783,Aprovado
PKT-0026406,OP-BAL-01,2026-08-10 05:05:06.059844,Aprovado
PKT-0026407,OP-BAL-01,2026-08-10 05:06:26.684969,Aprovado
PKT-0026408,OP-BAL-01,2026-08-10 05:06:18.999220,Aprovado
PKT-0026409,OP-BAL-03,2026-08-10 05:06:48.590417,Aprovado
PKT-0026410,OP-BAL-03,2026-08-10 05:06:46.248603,Aprovado
PKT-0026411,OP-BAL-01,2026-08-10 05:08:01.247300,Aprovado
PKT-0026412,OP-BAL-01,2026-08-10 05:08:28.143502,Aprovado
PKT-0026413,OP-BAL-02,2026-08-10 05:08:42.292081,Aprovado
PKT-0026414,OP-BAL-01,2026-08-10 05:08:27.210461,Aprovado
PKT-0026415,OP-BAL-03,2026-08-10 05:09:45.041708,Aprovado
PKT-0026416,OP-BAL-03,2026-08-10 05:09:46.374090,Aprovado
PKT-0026417,OP-BAL-03,2026-08-10 05:09:48.054836,Aprovado
PKT-0026418,OP-BAL-01,2026-08-10 05:10:41.081453,Aprovado
PKT-0026419,OP-BAL-01,2026-08-10 05:10:55.209057,Aprovado
PKT-0026420,OP-BAL-01,2026-08-10 05:11:32.032816,Aprovado
PKT-0026421,OP-BAL-01,2026-08-10 05:12:20.897735,Aprovado
PKT-0026422,OP-BAL-02,2026-08-10 05:12:12.149448,Aprovado
PKT-0026423,OP-BAL-01,2026-08-10 05:12:46.130334,Aprovado
PKT-0026424,OP-BAL-03,2026-08-10 05:13:55.982350,Aprovado
PKT-0026425,OP-BAL-03,2026-08-10 05:13:54.388254,Aprovado
PKT-0026426,OP-BAL-03,2026-08-10 05:34:45.082956,Aprovado
PKT-0026427,OP-BAL-03,2026-08-10 05:35:28.385202,Aprovado
PKT-0026428,OP-BAL-01,2026-08-10 05:35:42.192648,Aprovado
PKT-0026429,OP-BAL-01,2026-08-10 05:35:22.588327,Aprovado
PKT-0026430,OP-BAL-02,2026-08-10 05:36:25.609660,Aprovado
PKT-0026431,OP-BAL-03,2026-08-10 05:36:54.179952,Aprovado
PKT-0026432,OP-BAL-01,2026-08-10 05:37:09.975430,Aprovado
PKT-0026433,OP-BAL-03,2026-08-10 05:37:51.033087,Aprovado
PKT-0026434,OP-BAL-02,2026-08-10 05:38:10.441893,Aprovado
PKT-0026435,OP-BAL-02,2026-08-10 05:38:38.737747,Aprovado
PKT-0026436,OP-BAL-02,2026-08-10 05:39:00.314435,Aprovado
PKT-0026437,OP-BAL-02,2026-08-10 05:39:06.511401,Aprovado
PKT-0026438,OP-BAL-01,2026-08-10 05:39:19.248046,Aprovado
PKT-0026439,OP-BAL-03,2026-08-10 05:40:41.568894,Aprovado
PKT-0026440,OP-BAL-01,2026-08-10 05:40:34.840093,Aprovado
PKT-0026441,OP-BAL-02,2026-08-10 05:40:58.714258,Aprovado
PKT-0026442,OP-BAL-03,2026-08-10 05:41:49.427180,Aprovado
PKT-0026443,OP-BAL-03,2026-08-10 05:41:38.145110,Rejeitado
PKT-0026444,OP-BAL-02,2026-08-10 05:41:34.787235,Aprovado
PKT-0026445,OP-BAL-02,2026-08-10 05:42:43.973775,Aprovado
PKT-0026446,OP-BAL-02,2026-08-10 05:43:35.812997,Aprovado
PKT-0026447,OP-BAL-03,2026-08-10 05:43:40.939080,Aprovado
PKT-0026448,OP-BAL-02,2026-08-10 05:44:24.111326,Aprovado
PKT-0026449,OP-BAL-02,2026-08-10 05:44:02.020698,Aprovado
PKT-0026450,OP-BAL-02,2026-08-10 05:44:52.448510,Aprovado
PKT-0026451,OP-BAL-03,2026-08-10 05:44:35.021994,Aprovado
PKT-0026452,OP-BAL-02,2026-08-10 05:46:02.494837,Aprovado
PKT-0026453,OP-BAL-02,2026-08-10 05:46:28.495183,Aprovado
PKT-0026454,OP-BAL-03,2026-08-10 05:45:51.996202,Aprovado
PKT-0026455,OP-BAL-01,2026-08-10 05:46:59.690760,Aprovado
PKT-0026456,OP-BAL-03,2026-08-10 05:47:39.160794,Aprovado
PKT-0026457,OP-BAL-01,2026-08-10 05:47:24.246969,Aprovado
PKT-0026458,OP-BAL-03,2026-08-10 05:47:41.804101,Aprovado
PKT-0026459,OP-BAL-01,2026-08-10 05:47:49.310934,Aprovado
PKT-0026460,OP-BAL-02,2026-08-10 05:48:56.733087,Aprovado
PKT-0026461,OP-BAL-01,2026-08-10 05:43:37.781044,Aprovado
PKT-0026462,OP-BAL-03,2026-08-10 05:44:07.036118,Aprovado
PKT-0026463,OP-BAL-03,2026-08-10 05:44:22.372053,Aprovado
PKT-0026464,OP-BAL-01,2026-08-10 05:44:47.494158,Aprovado
PKT-0026465,OP-BAL-03,2026-08-10 05:45:17.585251,Aprovado
PKT-0026466,OP-BAL-01,2026-08-10 05:45:03.104075,Aprovado
PKT-0026467,OP-BAL-01,2026-08-10 05:45:17.791735,Aprovado
PKT-0026468,OP-BAL-03,2026-08-10 05:46:19.036734,Rejeitado
PKT-0026469,OP-BAL-03,2026-08-10 05:47:05.401286,Aprovado
PKT-0026470,OP-BAL-02,2026-08-10 05:46:32.927853,Aprovado
PKT-0026471,OP-BAL-03,2026-08-10 05:47:57.707721,Aprovado
PKT-0026472,OP-BAL-02,2026-08-10 05:48:30.571116,Aprovado
PKT-0026473,OP-BAL-03,2026-08-10 05:49:04.930367,Aprovado
PKT-0026474,OP-BAL-02,2026-08-10 05:49:12.980687,Aprovado
PKT-0026475,OP-BAL-01,2026-08-10 05:49:13.494820,Aprovado
PKT-0026476,OP-BAL-02,2026-08-10 05:49:40.226496,Aprovado
PKT-0026477,OP-BAL-02,2026-08-10 05:49:35.643762,Aprovado
PKT-0026478,OP-BAL-03,2026-08-10 05:50:55.621574,Aprovado
PKT-0026479,OP-BAL-01,2026-08-10 05:51:43.440095,Aprovado
PKT-0026480,OP-BAL-02,2026-08-10 05:51:19.643548,Aprovado
PKT-0026481,OP-BAL-03,2026-08-10 05:52:21.593075,Aprovado
PKT-0026482,OP-BAL-03,2026-08-10 05:52:08.242299,Aprovado
PKT-0026483,OP-BAL-01,2026-08-10 05:52:24.542961,Aprovado
PKT-0026484,OP-BAL-02,2026-08-10 05:52:58.260292,Aprovado
PKT-0026485,OP-BAL-01,2026-08-10 05:53:51.746826,Aprovado
PKT-0026486,OP-BAL-02,2026-08-10 05:54:03.606709,Aprovado
PKT-0026487,OP-BAL-01,2026-08-10 05:53:56.463309,Aprovado
PKT-0026488,OP-BAL-03,2026-08-10 05:54:47.317555,Aprovado
PKT-0026489,OP-BAL-02,2026-08-10 05:55:13.240154,Aprovado
PKT-0026490,OP-BAL-03,2026-08-10 05:55:46.016320,Aprovado
PKT-0026491,OP-BAL-02,2026-08-10 05:56:00.386172,Aprovado
PKT-0026492,OP-BAL-03,2026-08-10 05:57:06.825386,Aprovado
PKT-0026493,OP-BAL-03,2026-08-10 05:57:45.148637,Aprovado
PKT-0026494,OP-BAL-03,2026-08-10 05:58:10.920493,Aprovado
PKT-0026495,OP-BAL-01,2026-08-10 05:57:27.906645,Aprovado
PKT-0026496,OP-BAL-03,2026-08-10 06:35:46.935995,Aprovado
PKT-0026497,OP-BAL-02,2026-08-10 06:35:36.194402,Aprovado
PKT-0026498,OP-BAL-02,2026-08-10 06:36:29.914701,Aprovado
PKT-0026499,OP-BAL-03,2026-08-10 06:37:42.924189,Aprovado
PKT-0026500,OP-BAL-03,2026-08-10 06:37:47.697489,Aprovado
PKT-0026501,OP-BAL-03,2026-08-10 06:38:51.121868,Aprovado
PKT-0026502,OP-BAL-03,2026-08-10 06:38:42.025757,Aprovado
PKT-0026503,OP-BAL-03,2026-08-10 06:39:08.852896,Aprovado
PKT-0026504,OP-BAL-03,2026-08-10 06:39:50.325168,Aprovado
PKT-0026505,OP-BAL-03,2026-08-10 06:40:37.847252,Aprovado
PKT-0026506,OP-BAL-02,2026-08-10 06:40:51.738937,Aprovado
PKT-0026507,OP-BAL-02,2026-08-10 06:41:35.291701,Aprovado
PKT-0026508,OP-BAL-01,2026-08-10 06:41:31.825378,Aprovado
PKT-0026509,OP-BAL-03,2026-08-10 06:42:33.353217,Aprovado
PKT-0026510,OP-BAL-02,2026-08-10 06:42:45.801550,Aprovado
PKT-0026511,OP-BAL-02,2026-08-10 06:43:18.257432,Aprovado
PKT-0026512,OP-BAL-02,2026-08-10 06:44:29.371584,Aprovado
PKT-0026513,OP-BAL-03,2026-08-10 06:45:16.863775,Aprovado
PKT-0026514,OP-BAL-03,2026-08-10 06:45:29.786571,Aprovado
PKT-0026515,OP-BAL-02,2026-08-10 06:46:11.505008,Aprovado
PKT-0026516,OP-BAL-03,2026-08-10 06:46:02.221606,Aprovado
PKT-0026517,OP-BAL-02,2026-08-10 06:46:59.093399,Aprovado
PKT-0026518,OP-BAL-01,2026-08-10 06:46:59.795023,Aprovado
PKT-0026519,OP-BAL-02,2026-08-10 06:48:16.787238,Aprovado
PKT-0026520,OP-BAL-03,2026-08-10 06:48:37.010086,Aprovado
PKT-0026521,OP-BAL-01,2026-08-10 06:48:42.786102,Aprovado
PKT-0026522,OP-BAL-01,2026-08-10 06:49:59.615128,Aprovado
PKT-0026523,OP-BAL-01,2026-08-10 06:49:36.669462,Aprovado
PKT-0026524,OP-BAL-03,2026-08-10 06:51:17.131301,Aprovado
PKT-0026525,OP-BAL-03,2026-08-10 06:50:47.997380,Aprovado
PKT-0026526,OP-BAL-03,2026-08-10 06:52:02.756400,Aprovado
PKT-0026527,OP-BAL-01,2026-08-10 06:52:45.851905,Aprovado
PKT-0026528,OP-BAL-03,2026-08-10 06:52:42.236262,Aprovado
PKT-0026529,OP-BAL-03,2026-08-10 06:53:19.864071,Aprovado
PKT-0026530,OP-BAL-02,2026-08-10 06:53:58.340962,Aprovado
PKT-0026531,OP-BAL-01,2026-08-10 07:04:01.044234,Aprovado
PKT-0026532,OP-BAL-01,2026-08-10 07:04:52.089948,Aprovado
PKT-0026533,OP-BAL-01,2026-08-10 07:05:27.181310,Aprovado
PKT-0026534,OP-BAL-03,2026-08-10 07:04:55.184335,Aprovado
PKT-0026535,OP-BAL-02,2026-08-10 07:06:04.869126,Aprovado
PKT-0026536,OP-BAL-03,2026-08-10 07:06:40.000954,Aprovado
PKT-0026537,OP-BAL-02,2026-08-10 07:06:26.719085,Aprovado
PKT-0026538,OP-BAL-01,2026-08-10 07:08:18.932223,Aprovado
PKT-0026539,OP-BAL-03,2026-08-10 07:08:49.478982,Aprovado
PKT-0026540,OP-BAL-03,2026-08-10 07:08:45.038436,Aprovado
PKT-0026541,OP-BAL-01,2026-08-10 07:09:29.136979,Aprovado
PKT-0026542,OP-BAL-02,2026-08-10 07:09:26.940893,Aprovado
PKT-0026543,OP-BAL-02,2026-08-10 07:09:57.870256,Aprovado
PKT-0026544,OP-BAL-02,2026-08-10 07:11:29.357302,Aprovado
PKT-0026545,OP-BAL-01,2026-08-10 07:11:26.978706,Aprovado
PKT-0026546,OP-BAL-01,2026-08-10 07:11:33.477547,Aprovado
PKT-0026547,OP-BAL-02,2026-08-10 07:12:33.323838,Aprovado
PKT-0026548,OP-BAL-02,2026-08-10 07:13:04.536542,Aprovado
PKT-0026549,OP-BAL-02,2026-08-10 07:13:44.097849,Aprovado
PKT-0026550,OP-BAL-01,2026-08-10 07:13:51.679358,Aprovado
PKT-0026551,OP-BAL-03,2026-08-10 07:15:01.923419,Aprovado
PKT-0026552,OP-BAL-01,2026-08-10 07:15:51.358879,Aprovado
PKT-0026553,OP-BAL-03,2026-08-10 07:15:38.135844,Aprovado
PKT-0026554,OP-BAL-03,2026-08-10 07:15:46.254283,Aprovado
PKT-0026555,OP-BAL-01,2026-08-10 07:17:28.929775,Aprovado
PKT-0026556,OP-BAL-03,2026-08-10 07:17:05.234575,Rejeitado
PKT-0026557,OP-BAL-01,2026-08-10 07:18:17.150027,Aprovado
PKT-0026558,OP-BAL-03,2026-08-10 07:18:52.970110,Aprovado
PKT-0026559,OP-BAL-03,2026-08-10 07:19:17.978526,Aprovado
PKT-0026560,OP-BAL-02,2026-08-10 07:19:58.692338,Aprovado
PKT-0026561,OP-BAL-02,2026-08-10 07:20:51.042645,Aprovado
PKT-0026562,OP-BAL-02,2026-08-10 07:21:04.405589,Aprovado
PKT-0026563,OP-BAL-03,2026-08-10 07:21:55.966670,Aprovado
PKT-0026564,OP-BAL-02,2026-08-10 07:22:00.428007,Aprovado
PKT-0026565,OP-BAL-01,2026-08-10 07:22:08.925308,Aprovado
PKT-0026566,OP-BAL-03,2026-08-10 07:08:30.398049,Aprovado
PKT-0026567,OP-BAL-03,2026-08-10 07:09:14.780773,Aprovado
PKT-0026568,OP-BAL-01,2026-08-10 07:09:44.302830,Aprovado
PKT-0026569,OP-BAL-03,2026-08-10 07:10:22.529676,Aprovado
PKT-0026570,OP-BAL-02,2026-08-10 07:11:41.089519,Aprovado
PKT-0026571,OP-BAL-02,2026-08-10 07:12:31.164159,Aprovado
PKT-0026572,OP-BAL-03,2026-08-10 07:11:59.133030,Aprovado
PKT-0026573,OP-BAL-01,2026-08-10 07:12:54.803582,Aprovado
PKT-0026574,OP-BAL-03,2026-08-10 07:13:33.881249,Aprovado
PKT-0026575,OP-BAL-01,2026-08-10 07:14:01.970647,Aprovado
PKT-0026576,OP-BAL-03,2026-08-10 07:15:22.905403,Aprovado
PKT-0026577,OP-BAL-02,2026-08-10 07:15:27.955777,Aprovado
PKT-0026578,OP-BAL-01,2026-08-10 07:16:28.304204,Aprovado
PKT-0026579,OP-BAL-03,2026-08-10 07:16:33.496882,Aprovado
PKT-0026580,OP-BAL-02,2026-08-10 07:17:23.645942,Aprovado
PKT-0026581,OP-BAL-02,2026-08-10 07:18:59.769767,Aprovado
PKT-0026582,OP-BAL-02,2026-08-10 07:18:38.431707,Aprovado
PKT-0026583,OP-BAL-03,2026-08-10 07:19:57.203394,Aprovado
PKT-0026584,OP-BAL-01,2026-08-10 07:20:40.695243,Aprovado
PKT-0026585,OP-BAL-03,2026-08-10 07:21:16.025454,Aprovado
PKT-0026586,OP-BAL-02,2026-08-10 07:22:17.099126,Aprovado
PKT-0026587,OP-BAL-02,2026-08-10 07:22:03.324801,Aprovado
PKT-0026588,OP-BAL-01,2026-08-10 07:22:51.281068,Rejeitado
PKT-0026589,OP-BAL-02,2026-08-10 07:24:24.979167,Aprovado
PKT-0026590,OP-BAL-02,2026-08-10 07:25:04.350453,Aprovado
PKT-0026591,OP-BAL-02,2026-08-10 07:24:37.084921,Aprovado
PKT-0026592,OP-BAL-01,2026-08-10 07:26:18.097840,Aprovado
PKT-0026593,OP-BAL-03,2026-08-10 07:26:39.755230,Aprovado
PKT-0026594,OP-BAL-01,2026-08-10 07:26:32.137991,Aprovado
PKT-0026595,OP-BAL-02,2026-08-10 07:27:11.425776,Aprovado
PKT-0026596,OP-BAL-03,2026-08-10 07:27:53.992655,Aprovado
PKT-0026597,OP-BAL-02,2026-08-10 07:29:32.846816,Aprovado
PKT-0026598,OP-BAL-01,2026-08-10 07:29:38.850095,Aprovado
PKT-0026599,OP-BAL-02,2026-08-10 07:29:46.569616,Aprovado
PKT-0026600,OP-BAL-02,2026-08-10 07:30:54.758857,Aprovado
PKT-0026601,OP-BAL-01,2026-08-10 07:09:22.892824,Rejeitado
PKT-0026602,OP-BAL-02,2026-08-10 07:09:37.190864,Aprovado
PKT-0026603,OP-BAL-01,2026-08-10 07:10:30.599005,Aprovado
PKT-0026604,OP-BAL-02,2026-08-10 07:11:35.072117,Aprovado
PKT-0026605,OP-BAL-03,2026-08-10 07:11:25.511538,Aprovado
PKT-0026606,OP-BAL-01,2026-08-10 07:12:19.982407,Aprovado
PKT-0026607,OP-BAL-03,2026-08-10 07:12:09.837416,Aprovado
PKT-0026608,OP-BAL-01,2026-08-10 07:12:36.224506,Rejeitado
PKT-0026609,OP-BAL-01,2026-08-10 07:13:02.962590,Aprovado
PKT-0026610,OP-BAL-03,2026-08-10 07:14:27.304012,Aprovado
PKT-0026611,OP-BAL-02,2026-08-10 07:14:30.209031,Aprovado
PKT-0026612,OP-BAL-01,2026-08-10 07:14:34.493974,Aprovado
PKT-0026613,OP-BAL-03,2026-08-10 07:15:27.828620,Aprovado
PKT-0026614,OP-BAL-03,2026-08-10 07:16:11.055452,Aprovado
PKT-0026615,OP-BAL-03,2026-08-10 07:16:24.464502,Aprovado
PKT-0026616,OP-BAL-02,2026-08-10 07:17:30.250687,Aprovado
PKT-0026617,OP-BAL-01,2026-08-10 07:17:01.428018,Aprovado
PKT-0026618,OP-BAL-01,2026-08-10 07:17:20.965128,Aprovado
PKT-0026619,OP-BAL-02,2026-08-10 07:19:03.205164,Aprovado
PKT-0026620,OP-BAL-02,2026-08-10 07:18:21.088676,Aprovado
PKT-0026621,OP-BAL-01,2026-08-10 07:19:50.787981,Aprovado
PKT-0026622,OP-BAL-02,2026-08-10 07:19:35.699152,Aprovado
PKT-0026623,OP-BAL-03,2026-08-10 07:20:40.373213,Aprovado
PKT-0026624,OP-BAL-03,2026-08-10 07:20:52.156379,Aprovado
PKT-0026625,OP-BAL-02,2026-08-10 07:21:34.551401,Rejeitado
PKT-0026626,OP-BAL-01,2026-08-10 07:22:10.867347,Aprovado
PKT-0026627,OP-BAL-03,2026-08-10 07:22:09.075881,Aprovado
PKT-0026628,OP-BAL-02,2026-08-10 07:23:04.926111,Aprovado
PKT-0026629,OP-BAL-01,2026-08-10 07:23:46.047108,Aprovado
PKT-0026630,OP-BAL-03,2026-08-10 07:23:56.280387,Aprovado
PKT-0026631,OP-BAL-01,2026-08-10 07:24:36.629164,Aprovado
PKT-0026632,OP-BAL-03,2026-08-10 07:24:55.941174,Aprovado
PKT-0026633,OP-BAL-03,2026-08-10 07:25:56.656621,Aprovado
PKT-0026634,OP-BAL-01,2026-08-10 07:25:47.961783,Aprovado
PKT-0026635,OP-BAL-02,2026-08-10 07:26:28.493113,Aprovado
PKT-0026636,OP-BAL-02,2026-08-10 07:23:26.559272,Aprovado
PKT-0026637,OP-BAL-03,2026-08-10 07:24:11.257753,Aprovado
PKT-0026638,OP-BAL-01,2026-08-10 07:24:34.896653,Aprovado
PKT-0026639,OP-BAL-01,2026-08-10 07:25:08.360979,Aprovado
PKT-0026640,OP-BAL-02,2026-08-10 07:26:14.837753,Aprovado
PKT-0026641,OP-BAL-03,2026-08-10 07:25:39.575866,Aprovado
PKT-0026642,OP-BAL-02,2026-08-10 07:26:58.959617,Aprovado
PKT-0026643,OP-BAL-03,2026-08-10 07:27:00.569766,Aprovado
PKT-0026644,OP-BAL-03,2026-08-10 07:27:26.258311,Aprovado
PKT-0026645,OP-BAL-02,2026-08-10 07:28:08.156063,Aprovado
PKT-0026646,OP-BAL-01,2026-08-10 07:28:20.414786,Aprovado
PKT-0026647,OP-BAL-03,2026-08-10 07:28:42.543218,Aprovado
PKT-0026648,OP-BAL-02,2026-08-10 07:29:35.958084,Aprovado
PKT-0026649,OP-BAL-02,2026-08-10 07:29:05.771538,Aprovado
PKT-0026650,OP-BAL-01,2026-08-10 07:29:23.013229,Rejeitado
PKT-0026651,OP-BAL-01,2026-08-10 07:30:07.821058,Aprovado
PKT-0026652,OP-BAL-03,2026-08-10 07:30:59.395320,Aprovado
PKT-0026653,OP-BAL-03,2026-08-10 07:30:58.308588,Aprovado
PKT-0026654,OP-BAL-01,2026-08-10 07:32:02.640747,Aprovado
PKT-0026655,OP-BAL-02,2026-08-10 07:32:09.255982,Aprovado
PKT-0026656,OP-BAL-01,2026-08-10 07:32:49.651807,Aprovado
PKT-0026657,OP-BAL-01,2026-08-10 07:33:08.992578,Aprovado
PKT-0026658,OP-BAL-02,2026-08-10 07:32:50.499007,Aprovado
PKT-0026659,OP-BAL-02,2026-08-10 07:34:22.596096,Aprovado
PKT-0026660,OP-BAL-01,2026-08-10 07:34:50.756701,Aprovado
PKT-0026661,OP-BAL-02,2026-08-10 07:35:00.919298,Aprovado
PKT-0026662,OP-BAL-01,2026-08-10 07:35:00.354316,Aprovado
PKT-0026663,OP-BAL-02,2026-08-10 07:35:30.478077,Aprovado
PKT-0026664,OP-BAL-01,2026-08-10 07:35:31.386719,Aprovado
PKT-0026665,OP-BAL-01,2026-08-10 07:36:34.463056,Aprovado
PKT-0026666,OP-BAL-03,2026-08-10 07:36:32.820537,Aprovado
PKT-0026667,OP-BAL-01,2026-08-10 07:37:25.921853,Aprovado
PKT-0026668,OP-BAL-03,2026-08-10 07:37:39.231951,Aprovado
PKT-0026669,OP-BAL-03,2026-08-10 07:38:26.742087,Aprovado
PKT-0026670,OP-BAL-02,2026-08-10 07:39:09.273322,Aprovado
